"사용월","호선명","지하철역","유임승차인원","무임승차인원","유임하차인원","무임하차인원","작업일자"
"202212","1호선","서울역","1350791","196523","1316828","187268","20230103"
"202212","1호선","시청","672846","96623","665583","93198","20230103"
"202212","1호선","종각","975925","150911","949944","141309","20230103"
"202212","1호선","종로3가","490967","309071","450017","287432","20230103"
"202212","1호선","종로5가","476315","247835","470710","238588","20230103"
"202212","1호선","동대문","230076","120749","215833","118870","20230103"
"202212","1호선","신설동","288269","114634","277560","110172","20230103"
"202212","1호선","제기동","238529","257360","228924","275606","20230103"
"202212","1호선","청량리(서울시립대입구)","344620","242950","342766","245420","20230103"
"202212","1호선","동묘앞","134207","137351","141805","139883","20230103"
"202212","2호선","시청","682510","59541","621289","53179","20230103"
"202212","2호선","을지로입구","1330792","112244","1341875","104953","20230103"
"202212","2호선","을지로3가","621414","79716","628833","78685","20230103"
"202212","2호선","을지로4가","320903","81514","332254","80919","20230103"
"202212","2호선","동대문역사문화공원(DDP)","366417","55918","423937","60290","20230103"
"202212","2호선","신당","332054","93097","348748","94894","20230103"
"202212","2호선","상왕십리","356131","66127","341958","66925","20230103"
"202212","2호선","왕십리(성동구청)","449999","54082","395033","48003","20230103"
"202212","2호선","한양대","289301","12947","312576","13359","20230103"
"202212","2호선","뚝섬","597454","57918","634402","58987","20230103"
"202212","2호선","성수","1044298","103377","1143228","105147","20230103"
"202212","2호선","건대입구","1023669","91783","1111010","96190","20230103"
"202212","2호선","구의(광진구청)","601937","106468","585737","108012","20230103"
"202212","2호선","강변(동서울터미널)","854068","117193","812629","113352","20230103"
"202212","2호선","잠실나루","327289","84304","315719","83835","20230103"
"202212","2호선","잠실(송파구청)","2324994","209443","2300137","202048","20230103"
"202212","2호선","잠실새내","568345","111484","575021","110932","20230103"
"202212","2호선","종합운동장","237836","45775","264044","48050","20230103"
"202212","2호선","삼성(무역센터)","1571585","125851","1567517","117547","20230103"
"202212","2호선","선릉","1347796","217436","1194994","191085","20230103"
"202212","2호선","역삼","1270522","148559","1433326","150647","20230103"
"202212","2호선","강남","2180108","161741","2132128","141600","20230103"
"202212","2호선","교대(법원.검찰청)","790257","161653","901562","185006","20230103"
"202212","2호선","서초","563758","89047","529512","88859","20230103"
"202212","2호선","방배","422651","77447","442444","76907","20230103"
"202212","2호선","사당","1004403","220333","1127177","210956","20230103"
"202212","2호선","낙성대(강감찬)","713852","105472","680990","106161","20230103"
"202212","2호선","서울대입구(관악구청)","1218573","177735","1187072","168087","20230103"
"202212","2호선","봉천","558240","145843","509492","146220","20230103"
"202212","2호선","신림","1527219","199789","1462466","199351","20230103"
"202212","2호선","신대방","628165","117247","600006","119295","20230103"
"202212","2호선","구로디지털단지","1500017","183955","1486929","184930","20230103"
"202212","2호선","대림(구로구청)","583244","122079","594328","126469","20230103"
"202212","2호선","신도림","1288593","208230","1290333","197474","20230103"
"202212","2호선","문래","537382","85416","556517","85111","20230103"
"202212","2호선","영등포구청","523017","100071","544118","99621","20230103"
"202212","2호선","당산","471375","57810","550240","64517","20230103"
"202212","2호선","합정","915426","69851","1001708","70166","20230103"
"202212","2호선","홍대입구","1991835","96580","2144397","93179","20230103"
"202212","2호선","신촌","1011047","122588","1029403","121253","20230103"
"202212","2호선","이대","413354","46942","442045","48334","20230103"
"202212","2호선","아현","249199","62751","234336","61968","20230103"
"202212","2호선","충정로(경기대입구)","239767","47936","256610","48133","20230103"
"202212","2호선","용답","70233","16416","70121","16604","20230103"
"202212","2호선","신답","39776","9299","43821","9988","20230103"
"202212","2호선","신설동","81964","31308","79659","33264","20230103"
"202212","2호선","도림천","30406","7715","32267","8586","20230103"
"202212","2호선","양천구청","153159","48900","160315","49516","20230103"
"202212","2호선","신정네거리","236094","70273","242976","72182","20230103"
"202212","2호선","용두(동대문구청)","48754","22697","47654","23466","20230103"
"202212","3호선","지축","145759","28681","141219","27735","20230103"
"202212","3호선","구파발","504350","116746","496353","112308","20230103"
"202212","3호선","연신내","806051","247242","760648","239239","20230103"
"202212","3호선","불광","341170","135931","365589","149374","20230103"
"202212","3호선","녹번","377800","76141","334052","75034","20230103"
"202212","3호선","홍제","383523","138450","363367","137167","20230103"
"202212","3호선","무악재","90087","30343","88543","32158","20230103"
"202212","3호선","독립문","147966","63228","152515","62749","20230103"
"202212","3호선","경복궁(정부서울청사)","601916","87134","607742","86138","20230103"
"202212","3호선","안국","657238","98485","677908","102785","20230103"
"202212","3호선","종로3가","233214","59191","289235","67249","20230103"
"202212","3호선","을지로3가","273362","52494","270878","49315","20230103"
"202212","3호선","충무로","47","2","0","0","20230103"
"202212","3호선","동대입구","245707","35700","269638","39367","20230103"
"202212","3호선","약수","306068","81560","297724","76632","20230103"
"202212","3호선","금호","181402","52281","166741","51490","20230103"
"202212","3호선","옥수","203819","57963","210967","57886","20230103"
"202212","3호선","압구정","844024","138187","922977","136991","20230103"
"202212","3호선","신사","807381","71896","846687","70545","20230103"
"202212","3호선","잠원","112225","30332","108060","28915","20230103"
"202212","3호선","고속터미널","1325069","199687","1288433","189131","20230103"
"202212","3호선","교대(법원.검찰청)","346770","77061","225090","45497","20230103"
"202212","3호선","남부터미널(예술의전당)","755231","123276","770242","124006","20230103"
"202212","3호선","양재(서초구청)","925619","154547","1008641","155063","20230103"
"202212","3호선","매봉","287857","64843","279978","60815","20230103"
"202212","3호선","도곡","124810","26316","127277","24961","20230103"
"202212","3호선","대치","257597","67303","258577","64912","20230103"
"202212","3호선","학여울","53019","16358","55632","15910","20230103"
"202212","3호선","대청","239657","58588","223806","56345","20230103"
"202212","3호선","일원","238043","66098","225664","65340","20230103"
"202212","3호선","수서","433045","110891","442936","108794","20230103"
"202212","3호선","가락시장","193718","78016","192163","76253","20230103"
"202212","3호선","경찰병원","169649","43563","169953","44677","20230103"
"202212","3호선","오금","150611","30017","135677","28949","20230103"
"202212","4호선","당고개","199379","71831","175475","70821","20230103"
"202212","4호선","상계","439946","116475","405295","115003","20230103"
"202212","4호선","노원","481540","92348","562587","92166","20230103"
"202212","4호선","창동","550644","195252","587395","201375","20230103"
"202212","4호선","쌍문","693368","166319","635197","163615","20230103"
"202212","4호선","수유(강북구청)","831142","188411","837883","188727","20230103"
"202212","4호선","미아(서울사이버대학)","333862","109187","316818","111417","20230103"
"202212","4호선","미아사거리","631941","178741","621258","179028","20230103"
"202212","4호선","길음","507893","115060","498804","115978","20230103"
"202212","4호선","성신여대입구(돈암)","547195","85210","528639","82773","20230103"
"202212","4호선","한성대입구(삼선교)","339877","70934","327440","70273","20230103"
"202212","4호선","혜화","998662","129626","997925","127991","20230103"
"202212","4호선","동대문","416628","144060","438806","140874","20230103"
"202212","4호선","동대문역사문화공원(DDP)","469765","59612","407036","53339","20230103"
"202212","4호선","충무로","675484","117590","705360","119590","20230103"
"202212","4호선","명동","842309","73768","923078","76848","20230103"
"202212","4호선","회현(남대문시장)","620804","180939","643866","180338","20230103"
"202212","4호선","서울역","308817","38494","567771","50268","20230103"
"202212","4호선","숙대입구(갈월)","371510","54091","356769","50778","20230103"
"202212","4호선","삼각지","156219","26301","186850","27390","20230103"
"202212","4호선","신용산","490888","53146","509185","53286","20230103"
"202212","4호선","이촌(국립중앙박물관)","243951","48107","263851","50213","20230103"
"202212","4호선","동작(현충원)","23066","11117","26540","11157","20230103"
"202212","4호선","총신대입구(이수)","412862","144207","459624","152289","20230103"
"202212","4호선","사당","724208","104844","618535","108554","20230103"
"202212","4호선","남태령","31775","8324","26611","7767","20230103"
"202212","5호선","방화","146660","50235","140698","49025","20230103"
"202212","5호선","개화산","125326","38154","118301","37769","20230103"
"202212","5호선","김포공항","205092","36487","195758","38823","20230103"
"202212","5호선","송정","145240","48189","134800","46332","20230103"
"202212","5호선","마곡","265147","41354","267664","40012","20230103"
"202212","5호선","발산","521722","98667","552418","96361","20230103"
"202212","5호선","우장산","335181","90976","325304","93935","20230103"
"202212","5호선","화곡","700117","143145","646731","137859","20230103"
"202212","5호선","까치산","690568","156907","653067","156876","20230103"
"202212","5호선","신정(은행정)","332908","64085","267484","62028","20230103"
"202212","5호선","목동","399681","80055","431858","81683","20230103"
"202212","5호선","오목교(목동운동장앞)","559022","89098","597291","87787","20230103"
"202212","5호선","양평","179192","28334","175898","28252","20230103"
"202212","5호선","영등포구청","95644","20606","94961","19847","20230103"
"202212","5호선","영등포시장","245636","74190","255177","75893","20230103"
"202212","5호선","신길","114419","11331","123162","11870","20230103"
"202212","5호선","여의도","813785","56978","828175","55052","20230103"
"202212","5호선","여의나루","308265","27404","410576","26983","20230103"
"202212","5호선","마포","361033","64508","373540","64321","20230103"
"202212","5호선","공덕","362728","48692","387311","45856","20230103"
"202212","5호선","애오개","155458","36812","156004","35842","20230103"
"202212","5호선","충정로(경기대입구)","114897","14570","115761","14893","20230103"
"202212","5호선","서대문","487505","68782","493176","64988","20230103"
"202212","5호선","광화문(세종문화회관)","906496","95829","937773","92617","20230103"
"202212","5호선","종로3가","359864","98212","344610","100789","20230103"
"202212","5호선","을지로4가","138549","42924","147031","41844","20230103"
"202212","5호선","동대문역사문화공원(DDP)","79796","8741","93548","9749","20230103"
"202212","5호선","청구","88875","25428","85058","20570","20230103"
"202212","5호선","신금호","149545","37446","152786","41703","20230103"
"202212","5호선","행당","191230","49414","168110","44907","20230103"
"202212","5호선","왕십리(성동구청)","113383","24383","137865","24748","20230103"
"202212","5호선","마장","135171","42694","127908","41774","20230103"
"202212","5호선","답십리","387938","81316","350263","78067","20230103"
"202212","5호선","장한평","450009","93296","445164","94422","20230103"
"202212","5호선","군자(능동)","300644","43297","334105","45771","20230103"
"202212","5호선","아차산(어린이대공원후문)","339881","94915","325618","92940","20230103"
"202212","5호선","광나루(장신대)","337983","69617","309250","67663","20230103"
"202212","5호선","천호(풍납토성)","439510","133268","426568","135342","20230103"
"202212","5호선","강동","432718","108341","412936","104938","20230103"
"202212","5호선","길동","165624","71976","173501","74027","20230103"
"202212","5호선","굽은다리(강동구민회관앞)","216585","74515","210412","69326","20230103"
"202212","5호선","명일","188160","68900","192084","71517","20230103"
"202212","5호선","고덕","216173","71491","211602","70406","20230103"
"202212","5호선","상일동","334460","88855","312727","86394","20230103"
"202212","5호선","둔촌동","192127","63660","195106","64049","20230103"
"202212","5호선","올림픽공원(한국체대)","111047","36490","98132","32915","20230103"
"202212","5호선","방이","166598","46929","172563","46414","20230103"
"202212","5호선","오금","84747","20682","85198","20148","20230103"
"202212","5호선","개롱","138004","47270","144776","48757","20230103"
"202212","5호선","거여","232044","62633","220524","61321","20230103"
"202212","5호선","마천","158789","55419","149166","56684","20230103"
"202212","5호선","강일","113161","37261","102430","35174","20230103"
"202212","5호선","미사","417182","76928","421344","77454","20230103"
"202212","5호선","하남풍산","98573","28232","98408","28345","20230103"
"202212","5호선","하남시청(덕풍?신장)","154341","64998","146206","65769","20230103"
"202212","5호선","하남검단산","146842","46704","138752","46201","20230103"
"202212","6호선","응암","404385","113028","399763","112344","20230103"
"202212","6호선","역촌","79696","30865","98989","30152","20230103"
"202212","6호선","불광","94393","39602","94480","32074","20230103"
"202212","6호선","독바위","61224","18725","60588","22781","20230103"
"202212","6호선","연신내","17","3","0","0","20230103"
"202212","6호선","구산","180772","48999","121611","51753","20230103"
"202212","6호선","새절(신사)","289629","82642","264121","83070","20230103"
"202212","6호선","증산(명지대앞)","225424","68881","221329","69317","20230103"
"202212","6호선","디지털미디어시티","347963","56007","386712","58122","20230103"
"202212","6호선","월드컵경기장(성산)","86257","44463","95062","43339","20230103"
"202212","6호선","마포구청","341030","76768","305404","69385","20230103"
"202212","6호선","망원","358648","75377","387064","79494","20230103"
"202212","6호선","합정","381456","40654","375723","37450","20230103"
"202212","6호선","상수","284602","20728","334686","21071","20230103"
"202212","6호선","광흥창(서강)","214063","47921","207597","47634","20230103"
"202212","6호선","대흥(서강대앞)","212352","46564","222151","46150","20230103"
"202212","6호선","공덕","461050","75554","451016","70636","20230103"
"202212","6호선","효창공원앞","173577","36618","160803","34216","20230103"
"202212","6호선","삼각지","202884","19713","178691","17216","20230103"
"202212","6호선","녹사평(용산구청)","133720","18083","137029","17494","20230103"
"202212","6호선","이태원","283102","31422","295389","32407","20230103"
"202212","6호선","한강진","245047","15346","281955","15450","20230103"
"202212","6호선","버티고개","49898","13224","47891","15580","20230103"
"202212","6호선","약수","83603","22035","85979","21445","20230103"
"202212","6호선","청구","88576","19226","87161","22400","20230103"
"202212","6호선","신당","217382","38208","221601","37109","20230103"
"202212","6호선","동묘앞","181777","65223","187533","60978","20230103"
"202212","6호선","창신","84522","18772","70196","17682","20230103"
"202212","6호선","보문","198359","29341","178209","27768","20230103"
"202212","6호선","안암(고대병원앞)","317705","36809","316933","35802","20230103"
"202212","6호선","고려대(종암)","223145","33378","214780","33413","20230103"
"202212","6호선","월곡(동덕여대)","281036","67074","270962","66481","20230103"
"202212","6호선","상월곡(한국과학기술연구원)","150340","38917","134334","37514","20230103"
"202212","6호선","돌곶이","231006","60844","209603","60369","20230103"
"202212","6호선","석계","288475","77632","303245","76795","20230103"
"202212","6호선","태릉입구","139214","30307","153786","30151","20230103"
"202212","6호선","화랑대(서울여대입구)","300473","46652","226419","41693","20230103"
"202212","6호선","봉화산(서울의료원)","208963","47631","196538","47174","20230103"
"202212","6호선","신내","15","1","0","0","20230103"
"202212","7호선","장암","59111","9323","22573","6504","20230103"
"202212","7호선","도봉산","216908","42946","240930","60388","20230103"
"202212","7호선","수락산","283888","94517","275322","95777","20230103"
"202212","7호선","마들","298014","84447","271963","82537","20230103"
"202212","7호선","노원","482896","125884","506732","125742","20230103"
"202212","7호선","중계","333009","87882","294828","84719","20230103"
"202212","7호선","하계","424934","106183","394257","103181","20230103"
"202212","7호선","공릉(서울과학기술대)","283840","69354","279667","69882","20230103"
"202212","7호선","태릉입구","224050","43711","209672","41616","20230103"
"202212","7호선","먹골","237253","65379","229738","66477","20230103"
"202212","7호선","중화","251777","62755","243342","62876","20230103"
"202212","7호선","상봉(시외버스터미널)","435630","73243","415607","70625","20230103"
"202212","7호선","면목","356406","94338","338934","96885","20230103"
"202212","7호선","사가정","377344","97176","375055","97914","20230103"
"202212","7호선","용마산(용마폭포공원)","137005","34721","128736","37153","20230103"
"202212","7호선","중곡","255888","61504","234762","61827","20230103"
"202212","7호선","군자(능동)","369668","79350","282212","69109","20230103"
"202212","7호선","어린이대공원(세종대)","407424","39805","406794","39718","20230103"
"202212","7호선","건대입구","354075","58179","380255","54235","20230103"
"202212","7호선","뚝섬유원지","178913","41434","173338","41021","20230103"
"202212","7호선","청담","464719","77615","539253","75983","20230103"
"202212","7호선","강남구청","413073","53073","465219","53741","20230103"
"202212","7호선","학동","587934","61754","633684","59221","20230103"
"202212","7호선","논현","461502","43656","487548","43382","20230103"
"202212","7호선","반포","146461","35878","143434","34318","20230103"
"202212","7호선","고속터미널","453727","71260","356808","63995","20230103"
"202212","7호선","내방","342189","69242","351486","67443","20230103"
"202212","7호선","이수","406368","80003","383714","74835","20230103"
"202212","7호선","남성","258609","71033","235578","70325","20230103"
"202212","7호선","숭실대입구(살피재)","326326","61847","323411","63593","20230103"
"202212","7호선","상도","282836","60115","273611","57372","20230103"
"202212","7호선","장승배기","200079","67388","192659","68456","20230103"
"202212","7호선","신대방삼거리","352295","85076","327751","86949","20230103"
"202212","7호선","보라매","179211","34008","182338","35339","20230103"
"202212","7호선","신풍","266059","71337","247153","71476","20230103"
"202212","7호선","대림(구로구청)","222720","37963","226613","37096","20230103"
"202212","7호선","남구로","367854","59906","388783","60112","20230103"
"202212","7호선","가산디지털단지","1088864","90806","1076217","84666","20230103"
"202212","7호선","철산","531506","102745","545221","101910","20230103"
"202212","7호선","광명사거리","482404","144619","468220","150115","20230103"
"202212","7호선","천왕","275548","54665","257242","54536","20230103"
"202212","7호선","온수(성공회대입구)","250715","39692","232008","37836","20230103"
"202212","8호선","암사","447996","102796","386539","101265","20230103"
"202212","8호선","천호(풍납토성)","362116","83858","436395","81514","20230103"
"202212","8호선","강동구청","242935","65691","248996","66230","20230103"
"202212","8호선","몽촌토성(평화의문)","155304","33380","161574","33114","20230103"
"202212","8호선","잠실(송파구청)","448809","78527","534914","75963","20230103"
"202212","8호선","석촌","181978","51022","219292","53799","20230103"
"202212","8호선","송파","207532","61753","202978","61409","20230103"
"202212","8호선","가락시장","175439","63532","200570","64284","20230103"
"202212","8호선","문정","515022","61173","540659","60781","20230103"
"202212","8호선","장지","443788","81474","420642","76422","20230103"
"202212","8호선","복정","231581","37578","191954","33730","20230103"
"202212","8호선","산성","123638","30846","119447","33019","20230103"
"202212","8호선","남한산성입구(성남법원.검찰청)","325170","74598","289846","70911","20230103"
"202212","8호선","단대오거리","258348","70664","248251","69160","20230103"
"202212","8호선","신흥","111976","40673","118185","42635","20230103"
"202212","8호선","수진","117138","45034","104165","44639","20230103"
"202212","8호선","모란","91039","51662","75186","38311","20230103"
"202212","8호선","남위례","149860","28322","154986","28094","20230103"
"202212","9호선","개화","63123","11309","41813","8750","20230103"
"202212","9호선","김포공항","210880","19475","306575","23868","20230103"
"202212","9호선","공항시장","64504","23182","69555","24984","20230103"
"202212","9호선","신방화","156735","46515","152073","46402","20230103"
"202212","9호선","마곡나루(서울식물원)","338844","31808","330067","30668","20230103"
"202212","9호선","양천향교","232809","44321","238593","44177","20230103"
"202212","9호선","가양","497914","130163","485231","126891","20230103"
"202212","9호선","증미","164436","34229","153408","34492","20230103"
"202212","9호선","등촌","257703","78316","243676","78804","20230103"
"202212","9호선","염창","446477","72406","425646","71438","20230103"
"202212","9호선","신목동","99903","21742","84742","20462","20230103"
"202212","9호선","선유도","213522","29013","200837","28047","20230103"
"202212","9호선","당산","499489","68404","494740","63438","20230103"
"202212","9호선","국회의사당","403401","58648","416194","52721","20230103"
"202212","9호선","여의도","826223","53411","767181","47534","20230103"
"202212","9호선","샛강","151473","26913","149293","27100","20230103"
"202212","9호선","노량진","718544","91825","697812","90080","20230103"
"202212","9호선","노들","105557","32064","86038","29374","20230103"
"202212","9호선","흑석(중앙대입구)","206590","54365","213470","55032","20230103"
"202212","9호선","동작(현충원)","40073","8572","29974","6989","20230103"
"202212","9호선","구반포","25019","11043","26140","11198","20230103"
"202212","9호선","신반포","87413","22649","85691","22965","20230103"
"202212","9호선","고속터미널","375465","62303","532226","71854","20230103"
"202212","9호선","사평","91311","22500","87038","22605","20230103"
"202212","9호선","신논현","872713","53535","859982","52058","20230103"
"202212","9호선2~3단계","언주","286393","30405","292187","29710","20230103"
"202212","9호선2~3단계","선정릉","245083","26404","271869","27458","20230103"
"202212","9호선2~3단계","삼성중앙","184895","26561","194847","26488","20230103"
"202212","9호선2~3단계","봉은사","557826","54236","587027","51572","20230103"
"202212","9호선2~3단계","종합운동장","129967","19443","125304","17833","20230103"
"202212","9호선2~3단계","삼전","176312","36060","166587","35446","20230103"
"202212","9호선2~3단계","석촌고분","159920","36954","156051","37396","20230103"
"202212","9호선2~3단계","석촌","232602","36911","204624","32204","20230103"
"202212","9호선2~3단계","송파나루","141140","27810","154393","29189","20230103"
"202212","9호선2~3단계","한성백제","65872","16404","58182","14815","20230103"
"202212","9호선2~3단계","올림픽공원(한국체대)","235663","29581","243802","29795","20230103"
"202212","9호선2~3단계","둔촌오륜","27381","6958","25524","7362","20230103"
"202212","9호선2~3단계","중앙보훈병원","238705","74294","202754","72575","20230103"
"202212","경강선","판교","142953","17158","144661","14893","20230103"
"202212","경강선","이매","27944","6910","22813","6371","20230103"
"202212","경강선","삼동","59795","12602","53584","12982","20230103"
"202212","경강선","경기광주","208309","32625","191814","32154","20230103"
"202212","경강선","초월","83564","14625","77205","14346","20230103"
"202212","경강선","곤지암","60144","13203","56229","12945","20230103"
"202212","경강선","신둔도예촌","39756","7854","36706","7630","20230103"
"202212","경강선","이천","73796","13500","75855","14011","20230103"
"202212","경강선","부발","61446","8955","56666","8724","20230103"
"202212","경강선","세종대왕릉","7291","3229","7189","3147","20230103"
"202212","경강선","여주","59292","15467","59381","15200","20230103"
"202212","경부선","서울역","272355","15104","82501","3232","20230103"
"202212","경부선","남영","241222","36729","256469","38403","20230103"
"202212","경부선","용산","1155698","128608","1168902","127424","20230103"
"202212","경부선","노량진","234773","45435","249725","45763","20230103"
"202212","경부선","대방","257617","57464","286992","59418","20230103"
"202212","경부선","영등포","1082711","260517","1120763","260394","20230103"
"202212","경부선","신도림","90087","23826","91188","26980","20230103"
"202212","경부선","신길","215056","43342","180752","39754","20230103"
"202212","경부선","구로","434724","98020","452883","94549","20230103"
"202212","경부선","가산디지털단지","425700","34558","507831","38985","20230103"
"202212","경부선","금천구청","257458","77309","255562","77915","20230103"
"202212","경부선","석수","223451","46272","200685","44147","20230103"
"202212","경부선","관악","169396","51019","160103","49489","20230103"
"202212","경부선","안양","586512","115256","575252","119099","20230103"
"202212","경부선","명학","213512","40769","208293","39526","20230103"
"202212","경부선","금정","689997","118142","703186","119723","20230103"
"202212","경부선","군포","176798","35610","169501","34747","20230103"
"202212","경부선","의왕","216758","40842","212881","40538","20230103"
"202212","경부선","성균관대","382435","53505","376465","54074","20230103"
"202212","경부선","화서","199175","41412","190846","40611","20230103"
"202212","경부선","수원","1034582","141651","1108117","144934","20230103"
"202212","경부선","독산","432519","64230","442634","66152","20230103"
"202212","경부선","세류","80661","15469","73270","14943","20230103"
"202212","경부선","병점","394985","64420","394422","64252","20230103"
"202212","경부선","세마","74241","14496","69705","13659","20230103"
"202212","경부선","오산대","93565","15090","85573","14199","20230103"
"202212","경부선","오산","266654","45378","265573","46131","20230103"
"202212","경부선","진위","44155","8887","37452","8282","20230103"
"202212","경부선","송탄","127292","20227","123853","19764","20230103"
"202212","경부선","서정리","227107","31619","203473","30555","20230103"
"202212","경부선","평택지제","126136","12461","120633","12058","20230103"
"202212","경부선","평택","352836","61159","353640","59483","20230103"
"202212","경부선","성환","114575","18600","110124","18285","20230103"
"202212","경부선","직산","22627","4561","22284","4348","20230103"
"202212","경부선","두정","194133","23210","204264","23253","20230103"
"202212","경부선","천안","160629","47219","152237","47440","20230103"
"202212","경부선","당정","155679","29074","146748","28019","20230103"
"202212","경부선","서동탄","33185","6937","29836","6585","20230103"
"202212","경부선","광명","101443","9545","85138","9012","20230103"
"202212","경원선","이촌(국립중앙박물관)","86482","28426","66202","24076","20230103"
"202212","경원선","서빙고","44918","16508","42857","15368","20230103"
"202212","경원선","한남","85958","27334","84292","25670","20230103"
"202212","경원선","옥수","1528","183","1093","96","20230103"
"202212","경원선","응봉","38413","16102","31557","14453","20230103"
"202212","경원선","왕십리(성동구청)","415329","66603","442355","69607","20230103"
"202212","경원선","청량리(서울시립대입구)","373119","138425","378008","142064","20230103"
"202212","경원선","외대앞","220857","41290","214425","43299","20230103"
"202212","경원선","신이문","181406","66371","162638","63432","20230103"
"202212","경원선","석계","180269","58267","202864","63819","20230103"
"202212","경원선","광운대","182231","48548","177596","48851","20230103"
"202212","경원선","월계","149615","57971","136583","55298","20230103"
"202212","경원선","녹천","98235","33950","79110","30791","20230103"
"202212","경원선","창동","10","1","0","0","20230103"
"202212","경원선","방학","186299","101239","180231","100486","20230103"
"202212","경원선","도봉","104291","66710","97541","66374","20230103"
"202212","경원선","도봉산","129977","92038","70571","72053","20230103"
"202212","경원선","망월사","174394","66090","174819","67086","20230103"
"202212","경원선","회룡","228557","138796","224053","137963","20230103"
"202212","경원선","의정부","469070","108996","488145","111071","20230103"
"202212","경원선","가능","139269","53501","132213","52855","20230103"
"202212","경원선","녹양","98270","36129","92496","34161","20230103"
"202212","경원선","양주","172469","50768","163290","49041","20230103"
"202212","경원선","덕계","74977","21493","65085","20134","20230103"
"202212","경원선","덕정","140090","32048","131187","32187","20230103"
"202212","경원선","지행","158406","42262","156083","41692","20230103"
"202212","경원선","동두천중앙","57791","31842","55882","31687","20230103"
"202212","경원선","보산","38220","12596","35112","11669","20230103"
"202212","경원선","동두천","44361","20368","47358","23050","20230103"
"202212","경원선","소요산","30614","38770","23597","35159","20230103"
"202212","경의선","신촌","21095","3229","27756","3775","20230103"
"202212","경의선","효창공원앞","74194","13967","82657","15404","20230103"
"202212","경의선","서강대","54033","10686","54046","10373","20230103"
"202212","경의선","가좌","125916","41120","118169","41247","20230103"
"202212","경의선","수색","58344","13973","63320","13686","20230103"
"202212","경의선","화전","53663","7731","48618","7351","20230103"
"202212","경의선","강매","74838","17061","63231","15968","20230103"
"202212","경의선","행신","207483","33066","203632","33988","20230103"
"202212","경의선","능곡","83031","27472","74491","26704","20230103"
"202212","경의선","곡산","11847","4046","12039","4035","20230103"
"202212","경의선","백마","167478","32652","157957","32379","20230103"
"202212","경의선","풍산","134457","34892","124760","33967","20230103"
"202212","경의선","일산","215709","55868","209246","56138","20230103"
"202212","경의선","탄현","193578","37634","181857","36923","20230103"
"202212","경의선","야당","207751","36234","211266","35336","20230103"
"202212","경의선","운정","165897","37803","151342","36914","20230103"
"202212","경의선","금릉","124926","26931","119145","26718","20230103"
"202212","경의선","금촌","155480","42852","149661","43500","20230103"
"202212","경의선","월롱","70303","8036","59422","8392","20230103"
"202212","경의선","파주","31771","6469","21975","5107","20230103"
"202212","경의선","문산","118379","38229","115727","38487","20230103"
"202212","경의선","임진강","250","125","153","92","20230103"
"202212","경의선","운천","189","101","139","70","20230103"
"202212","경의선","서울역","100592","14638","130017","18044","20230103"
"202212","경의선","공덕","102436","15033","82228","13983","20230103"
"202212","경의선","홍대입구","54029","5247","69174","5829","20230103"
"202212","경의선","디지털미디어시티","69904","12018","60949","12035","20230103"
"202212","경의선","김포공항","1","0","0","0","20230103"
"202212","경의선","계양","6","0","0","0","20230103"
"202212","경의선","검암","1","0","0","0","20230103"
"202212","경인선","개봉","491794","151763","473414","157147","20230103"
"202212","경인선","오류동","256103","87658","231597","85843","20230103"
"202212","경인선","역곡","651717","147802","637240","152144","20230103"
"202212","경인선","부천","761516","203918","767012","206765","20230103"
"202212","경인선","송내","660555","118199","652976","117220","20230103"
"202212","경인선","부평","754480","140038","819738","142417","20230103"
"202212","경인선","백운","143509","52773","137893","53604","20230103"
"202212","경인선","동암","376873","98426","374574","99674","20230103"
"202212","경인선","주안","483685","86841","434664","77976","20230103"
"202212","경인선","제물포","247030","60244","231683","59879","20230103"
"202212","경인선","동인천","301235","110854","287547","107717","20230103"
"202212","경인선","인천","78206","28073","57189","25387","20230103"
"202212","경인선","구일","174201","45551","177585","45266","20230103"
"202212","경인선","소사","185384","59939","180941","60309","20230103"
"202212","경인선","부개","188256","62487","171910","61432","20230103"
"202212","경인선","간석","129623","42883","121626","41085","20230103"
"202212","경인선","도원","64326","27109","62688","28056","20230103"
"202212","경인선","온수(성공회대입구)","150337","47246","139051","45927","20230103"
"202212","경인선","중동","201922","68743","183755","67027","20230103"
"202212","경인선","도화","82728","35815","74249","34687","20230103"
"202212","경춘선","신내","45256","16092","42716","15525","20230103"
"202212","경춘선","갈매","66086","19562","54652","18012","20230103"
"202212","경춘선","별내","70638","20412","65718","19234","20230103"
"202212","경춘선","퇴계원","75217","27248","67667","26049","20230103"
"202212","경춘선","사릉","51580","14597","49583","14439","20230103"
"202212","경춘선","금곡","27342","14676","26286","14355","20230103"
"202212","경춘선","평내호평","136269","42882","133602","41108","20230103"
"202212","경춘선","천마산","30289","16784","26401","16688","20230103"
"202212","경춘선","마석","84148","31806","80319","31703","20230103"
"202212","경춘선","대성리","11166","5235","10405","4763","20230103"
"202212","경춘선","청평","33544","14920","31948","14846","20230103"
"202212","경춘선","상천","3501","3055","3226","2950","20230103"
"202212","경춘선","가평","39877","12430","40150","12232","20230103"
"202212","경춘선","굴봉산","2055","1460","2619","1410","20230103"
"202212","경춘선","백양리","7857","1178","6825","1123","20230103"
"202212","경춘선","강촌","9891","3236","9230","3250","20230103"
